id,date,store_nbr,family,sales,onpromotion
12561,2013-01-08,11,LINGERIE,5.0,0
12562,2013-01-08,11,"LIQUOR,WINE,BEER",18.0,0
12563,2013-01-08,11,MAGAZINES,0.0,0
12564,2013-01-08,11,MEATS,559.881,0
12565,2013-01-08,11,PERSONAL CARE,332.0,0
12566,2013-01-08,11,PET SUPPLIES,0.0,0
12567,2013-01-08,11,PLAYERS AND ELECTRONICS,0.0,0
12568,2013-01-08,11,POULTRY,285.949,0
12569,2013-01-08,11,PREPARED FOODS,11.0,0
12570,2013-01-08,11,PRODUCE,0.0,0
12571,2013-01-08,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
12572,2013-01-08,11,SEAFOOD,7.0,0
14322,2013-01-09,11,AUTOMOTIVE,6.0,0
14323,2013-01-09,11,BABY CARE,0.0,0
14324,2013-01-09,11,BEAUTY,2.0,0
14325,2013-01-09,11,BEVERAGES,2584.0,0
14326,2013-01-09,11,BOOKS,0.0,0
14327,2013-01-09,11,BREAD/BAKERY,375.0,0
14328,2013-01-09,11,CELEBRATION,0.0,0
14329,2013-01-09,11,CLEANING,1563.0,0
14330,2013-01-09,11,DAIRY,154.0,0
14331,2013-01-09,11,DELI,184.788,0
14332,2013-01-09,11,EGGS,41.0,0
14333,2013-01-09,11,FROZEN FOODS,16.0,0
14334,2013-01-09,11,GROCERY I,3210.0,0
14335,2013-01-09,11,GROCERY II,5.0,0
14336,2013-01-09,11,HARDWARE,1.0,0
14337,2013-01-09,11,HOME AND KITCHEN I,0.0,0
14338,2013-01-09,11,HOME AND KITCHEN II,0.0,0
14339,2013-01-09,11,HOME APPLIANCES,0.0,0
14340,2013-01-09,11,HOME CARE,0.0,0
14341,2013-01-09,11,LADIESWEAR,0.0,0
14342,2013-01-09,11,LAWN AND GARDEN,0.0,0
14343,2013-01-09,11,LINGERIE,26.0,0
14344,2013-01-09,11,"LIQUOR,WINE,BEER",19.0,0
14345,2013-01-09,11,MAGAZINES,0.0,0
14346,2013-01-09,11,MEATS,668.922,0
14347,2013-01-09,11,PERSONAL CARE,284.0,0
14348,2013-01-09,11,PET SUPPLIES,0.0,0
14349,2013-01-09,11,PLAYERS AND ELECTRONICS,0.0,0
14350,2013-01-09,11,POULTRY,252.105,0
14351,2013-01-09,11,PREPARED FOODS,10.0,0
14352,2013-01-09,11,PRODUCE,0.0,0
14353,2013-01-09,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
14354,2013-01-09,11,SEAFOOD,4.0,0
16104,2013-01-10,11,AUTOMOTIVE,3.0,0
16105,2013-01-10,11,BABY CARE,0.0,0
16106,2013-01-10,11,BEAUTY,4.0,0
16107,2013-01-10,11,BEVERAGES,1698.0,0
16108,2013-01-10,11,BOOKS,0.0,0
16109,2013-01-10,11,BREAD/BAKERY,669.0,0
16110,2013-01-10,11,CELEBRATION,0.0,0
16111,2013-01-10,11,CLEANING,1512.0,0
16112,2013-01-10,11,DAIRY,137.0,0
16113,2013-01-10,11,DELI,286.753,0
16114,2013-01-10,11,EGGS,62.0,0
16115,2013-01-10,11,FROZEN FOODS,28.0,0
16116,2013-01-10,11,GROCERY I,3493.0,0
16117,2013-01-10,11,GROCERY II,15.0,0
16118,2013-01-10,11,HARDWARE,5.0,0
16119,2013-01-10,11,HOME AND KITCHEN I,0.0,0
16120,2013-01-10,11,HOME AND KITCHEN II,0.0,0
16121,2013-01-10,11,HOME APPLIANCES,0.0,0
16122,2013-01-10,11,HOME CARE,0.0,0
16123,2013-01-10,11,LADIESWEAR,0.0,0
16124,2013-01-10,11,LAWN AND GARDEN,1.0,0
16125,2013-01-10,11,LINGERIE,10.0,0
16126,2013-01-10,11,"LIQUOR,WINE,BEER",31.0,0
16127,2013-01-10,11,MAGAZINES,0.0,0
16128,2013-01-10,11,MEATS,814.169,0
16129,2013-01-10,11,PERSONAL CARE,350.0,0
16130,2013-01-10,11,PET SUPPLIES,0.0,0
16131,2013-01-10,11,PLAYERS AND ELECTRONICS,0.0,0
16132,2013-01-10,11,POULTRY,380.337,0
16133,2013-01-10,11,PREPARED FOODS,16.0,0
16134,2013-01-10,11,PRODUCE,0.0,0
16135,2013-01-10,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
16136,2013-01-10,11,SEAFOOD,9.0,0
17886,2013-01-11,11,AUTOMOTIVE,4.0,0
17887,2013-01-11,11,BABY CARE,0.0,0
17888,2013-01-11,11,BEAUTY,1.0,0
17889,2013-01-11,11,BEVERAGES,2013.0,0
17890,2013-01-11,11,BOOKS,0.0,0
17891,2013-01-11,11,BREAD/BAKERY,391.0,0
17892,2013-01-11,11,CELEBRATION,0.0,0
17893,2013-01-11,11,CLEANING,1316.0,0
17894,2013-01-11,11,DAIRY,132.0,0
17895,2013-01-11,11,DELI,255.354,0
17896,2013-01-11,11,EGGS,35.0,0
17897,2013-01-11,11,FROZEN FOODS,47.934,0
17898,2013-01-11,11,GROCERY I,2842.0,0
17899,2013-01-11,11,GROCERY II,19.0,0
17900,2013-01-11,11,HARDWARE,6.0,0
17901,2013-01-11,11,HOME AND KITCHEN I,0.0,0
17902,2013-01-11,11,HOME AND KITCHEN II,0.0,0
17903,2013-01-11,11,HOME APPLIANCES,0.0,0
17904,2013-01-11,11,HOME CARE,0.0,0
17905,2013-01-11,11,LADIESWEAR,0.0,0
17906,2013-01-11,11,LAWN AND GARDEN,1.0,0
17907,2013-01-11,11,LINGERIE,7.0,0
17908,2013-01-11,11,"LIQUOR,WINE,BEER",73.0,0
17909,2013-01-11,11,MAGAZINES,0.0,0
17910,2013-01-11,11,MEATS,451.195,0
17911,2013-01-11,11,PERSONAL CARE,260.0,0
17912,2013-01-11,11,PET SUPPLIES,0.0,0
17913,2013-01-11,11,PLAYERS AND ELECTRONICS,0.0,0
17914,2013-01-11,11,POULTRY,304.858,0
17915,2013-01-11,11,PREPARED FOODS,12.0,0
17916,2013-01-11,11,PRODUCE,0.0,0
17917,2013-01-11,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
17918,2013-01-11,11,SEAFOOD,2.0,0
19668,2013-01-12,11,AUTOMOTIVE,5.0,0
19669,2013-01-12,11,BABY CARE,0.0,0
19670,2013-01-12,11,BEAUTY,5.0,0
19671,2013-01-12,11,BEVERAGES,2798.0,0
19672,2013-01-12,11,BOOKS,0.0,0
19673,2013-01-12,11,BREAD/BAKERY,569.0,0
19674,2013-01-12,11,CELEBRATION,0.0,0
19675,2013-01-12,11,CLEANING,2115.0,0
19676,2013-01-12,11,DAIRY,205.0,0
19677,2013-01-12,11,DELI,338.162,0
19678,2013-01-12,11,EGGS,62.0,0
19679,2013-01-12,11,FROZEN FOODS,57.993,0
19680,2013-01-12,11,GROCERY I,4520.0,0
19681,2013-01-12,11,GROCERY II,16.0,0
19682,2013-01-12,11,HARDWARE,0.0,0
19683,2013-01-12,11,HOME AND KITCHEN I,0.0,0
19684,2013-01-12,11,HOME AND KITCHEN II,0.0,0
19685,2013-01-12,11,HOME APPLIANCES,0.0,0
19686,2013-01-12,11,HOME CARE,0.0,0
19687,2013-01-12,11,LADIESWEAR,0.0,0
19688,2013-01-12,11,LAWN AND GARDEN,2.0,0
19689,2013-01-12,11,LINGERIE,10.0,0
19690,2013-01-12,11,"LIQUOR,WINE,BEER",44.0,0
19691,2013-01-12,11,MAGAZINES,0.0,0
19692,2013-01-12,11,MEATS,549.6,0
19693,2013-01-12,11,PERSONAL CARE,377.0,0
19694,2013-01-12,11,PET SUPPLIES,0.0,0
19695,2013-01-12,11,PLAYERS AND ELECTRONICS,0.0,0
19696,2013-01-12,11,POULTRY,432.216,0
19697,2013-01-12,11,PREPARED FOODS,35.0,0
19698,2013-01-12,11,PRODUCE,0.0,0
19699,2013-01-12,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
19700,2013-01-12,11,SEAFOOD,2.0,0
21450,2013-01-13,11,AUTOMOTIVE,7.0,0
21451,2013-01-13,11,BABY CARE,0.0,0
21452,2013-01-13,11,BEAUTY,4.0,0
21453,2013-01-13,11,BEVERAGES,2345.0,0
21454,2013-01-13,11,BOOKS,0.0,0
21455,2013-01-13,11,BREAD/BAKERY,585.0,0
21456,2013-01-13,11,CELEBRATION,0.0,0
21457,2013-01-13,11,CLEANING,1988.0,0
21458,2013-01-13,11,DAIRY,245.0,0
21459,2013-01-13,11,DELI,343.351,0
21460,2013-01-13,11,EGGS,81.0,0
21461,2013-01-13,11,FROZEN FOODS,24.0,0
21462,2013-01-13,11,GROCERY I,4818.0,0
21463,2013-01-13,11,GROCERY II,1.0,0
21464,2013-01-13,11,HARDWARE,0.0,0
21465,2013-01-13,11,HOME AND KITCHEN I,0.0,0
21466,2013-01-13,11,HOME AND KITCHEN II,0.0,0
21467,2013-01-13,11,HOME APPLIANCES,0.0,0
21468,2013-01-13,11,HOME CARE,0.0,0
21469,2013-01-13,11,LADIESWEAR,0.0,0
21470,2013-01-13,11,LAWN AND GARDEN,2.0,0
21471,2013-01-13,11,LINGERIE,14.0,0
21472,2013-01-13,11,"LIQUOR,WINE,BEER",0.0,0
21473,2013-01-13,11,MAGAZINES,0.0,0
21474,2013-01-13,11,MEATS,741.62396,0
21475,2013-01-13,11,PERSONAL CARE,410.0,0
21476,2013-01-13,11,PET SUPPLIES,0.0,0
21477,2013-01-13,11,PLAYERS AND ELECTRONICS,0.0,0
21478,2013-01-13,11,POULTRY,474.52,0
21479,2013-01-13,11,PREPARED FOODS,23.0,0
21480,2013-01-13,11,PRODUCE,0.0,0
21481,2013-01-13,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
21482,2013-01-13,11,SEAFOOD,5.0,0
23232,2013-01-14,11,AUTOMOTIVE,14.0,0
23233,2013-01-14,11,BABY CARE,0.0,0
23234,2013-01-14,11,BEAUTY,5.0,0
23235,2013-01-14,11,BEVERAGES,1617.0,0
23236,2013-01-14,11,BOOKS,0.0,0
23237,2013-01-14,11,BREAD/BAKERY,409.0,0
23238,2013-01-14,11,CELEBRATION,0.0,0
23239,2013-01-14,11,CLEANING,1572.0,0
23240,2013-01-14,11,DAIRY,120.0,0
23241,2013-01-14,11,DELI,218.294,0
23242,2013-01-14,11,EGGS,80.0,0
23243,2013-01-14,11,FROZEN FOODS,26.0,0
23244,2013-01-14,11,GROCERY I,3309.0,0
23245,2013-01-14,11,GROCERY II,2.0,0
23246,2013-01-14,11,HARDWARE,0.0,0
23247,2013-01-14,11,HOME AND KITCHEN I,0.0,0
23248,2013-01-14,11,HOME AND KITCHEN II,0.0,0
23249,2013-01-14,11,HOME APPLIANCES,0.0,0
23250,2013-01-14,11,HOME CARE,0.0,0
23251,2013-01-14,11,LADIESWEAR,0.0,0
23252,2013-01-14,11,LAWN AND GARDEN,0.0,0
23253,2013-01-14,11,LINGERIE,6.0,0
23254,2013-01-14,11,"LIQUOR,WINE,BEER",28.0,0
23255,2013-01-14,11,MAGAZINES,0.0,0
23256,2013-01-14,11,MEATS,605.25903,0
23257,2013-01-14,11,PERSONAL CARE,201.0,0
23258,2013-01-14,11,PET SUPPLIES,0.0,0
23259,2013-01-14,11,PLAYERS AND ELECTRONICS,0.0,0
23260,2013-01-14,11,POULTRY,224.707,0
23261,2013-01-14,11,PREPARED FOODS,17.0,0
23262,2013-01-14,11,PRODUCE,0.0,0
23263,2013-01-14,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
23264,2013-01-14,11,SEAFOOD,6.0,0
25014,2013-01-15,11,AUTOMOTIVE,7.0,0
25015,2013-01-15,11,BABY CARE,0.0,0
25016,2013-01-15,11,BEAUTY,3.0,0
25017,2013-01-15,11,BEVERAGES,1958.0,0
25018,2013-01-15,11,BOOKS,0.0,0
25019,2013-01-15,11,BREAD/BAKERY,462.0,0
25020,2013-01-15,11,CELEBRATION,0.0,0
25021,2013-01-15,11,CLEANING,1513.0,0
25022,2013-01-15,11,DAIRY,145.0,0
25023,2013-01-15,11,DELI,212.922,0
25024,2013-01-15,11,EGGS,52.0,0
25025,2013-01-15,11,FROZEN FOODS,19.0,0
25026,2013-01-15,11,GROCERY I,3394.0,0
25027,2013-01-15,11,GROCERY II,14.0,0
25028,2013-01-15,11,HARDWARE,3.0,0
25029,2013-01-15,11,HOME AND KITCHEN I,0.0,0
25030,2013-01-15,11,HOME AND KITCHEN II,0.0,0
25031,2013-01-15,11,HOME APPLIANCES,0.0,0
25032,2013-01-15,11,HOME CARE,0.0,0
25033,2013-01-15,11,LADIESWEAR,0.0,0
25034,2013-01-15,11,LAWN AND GARDEN,0.0,0
25035,2013-01-15,11,LINGERIE,17.0,0
25036,2013-01-15,11,"LIQUOR,WINE,BEER",14.0,0
25037,2013-01-15,11,MAGAZINES,0.0,0
25038,2013-01-15,11,MEATS,636.97797,0
25039,2013-01-15,11,PERSONAL CARE,260.0,0
25040,2013-01-15,11,PET SUPPLIES,0.0,0
25041,2013-01-15,11,PLAYERS AND ELECTRONICS,0.0,0
25042,2013-01-15,11,POULTRY,331.356,0
25043,2013-01-15,11,PREPARED FOODS,16.0,0
25044,2013-01-15,11,PRODUCE,0.0,0
25045,2013-01-15,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
25046,2013-01-15,11,SEAFOOD,6.0,0
26796,2013-01-16,11,AUTOMOTIVE,7.0,0
26797,2013-01-16,11,BABY CARE,0.0,0
26798,2013-01-16,11,BEAUTY,4.0,0
26799,2013-01-16,11,BEVERAGES,1546.0,0
26800,2013-01-16,11,BOOKS,0.0,0
26801,2013-01-16,11,BREAD/BAKERY,479.0,0
26802,2013-01-16,11,CELEBRATION,0.0,0
26803,2013-01-16,11,CLEANING,1479.0,0
26804,2013-01-16,11,DAIRY,140.0,0
26805,2013-01-16,11,DELI,197.066,0
26806,2013-01-16,11,EGGS,68.0,0
26807,2013-01-16,11,FROZEN FOODS,27.771,0
26808,2013-01-16,11,GROCERY I,3116.0,0
26809,2013-01-16,11,GROCERY II,14.0,0
26810,2013-01-16,11,HARDWARE,0.0,0
26811,2013-01-16,11,HOME AND KITCHEN I,0.0,0
26812,2013-01-16,11,HOME AND KITCHEN II,0.0,0
26813,2013-01-16,11,HOME APPLIANCES,0.0,0
26814,2013-01-16,11,HOME CARE,0.0,0
26815,2013-01-16,11,LADIESWEAR,0.0,0
