date,family,total_sales,zscore,is_anomaly
2013-12-24,"LIQUOR,WINE,BEER",264.0,3.6207466670387647,True
2013-12-24,POULTRY,1691.427,5.258465173530734,True
2013-12-27,GROCERY II,62.0,3.305594846170339,True
2013-12-28,GROCERY II,53.0,2.6376892937298955,True
2013-12-28,"LIQUOR,WINE,BEER",178.0,2.203933604545257,True
2013-12-29,GROCERY II,51.0,2.489265837632019,True
2013-12-29,LINGERIE,33.0,3.1829098179655304,True
2013-12-29,POULTRY,997.589,2.1675429643380966,True
2013-12-29,SEAFOOD,27.0,3.0180358450497806,True
2013-12-30,GROCERY II,76.0,4.344559038855473,True
2013-12-30,"LIQUOR,WINE,BEER",346.0,4.971661447555829,True
2013-12-31,GROCERY II,76.0,4.344559038855473,True
2013-12-31,"LIQUOR,WINE,BEER",338.0,4.839864883602945,True
2013-12-31,POULTRY,1416.601,4.034165283551264,True
2014-01-01,BEVERAGES,0.0,-2.8379899049683135,True
2014-01-01,BREAD/BAKERY,0.0,-4.623239888514075,True
2014-01-01,CLEANING,0.0,-3.422300366390662,True
2014-01-01,DAIRY,0.0,-2.2138495983606137,True
2014-01-01,DELI,0.0,-3.056879884512293,True
2014-01-01,GROCERY I,0.0,-3.1581612357061584,True
2014-01-01,MEATS,0.0,-4.060510762880397,True
2014-01-01,PERSONAL CARE,0.0,-2.4738346964258007,True
2014-01-01,POULTRY,0.0,-2.2765347537261706,True
2014-01-02,HOME CARE,918.0,2.034469674885959,True
2014-01-04,CLEANING,3248.0,2.2954616728459065,True
2014-01-04,HOME CARE,1001.0,2.3213900391724622,True
2014-01-04,POULTRY,1029.95,2.31170533885734,True
2014-01-05,CLEANING,3769.0,3.2126273201495557,True
2014-01-05,HOME CARE,1259.0,3.213262978761833,True
2014-01-05,SEAFOOD,27.0,3.0180358450497806,True
2014-01-06,LADIESWEAR,30.0,2.433328362762563,True
2014-01-10,LADIESWEAR,32.0,2.6529925168750914,True
2014-01-11,AUTOMOTIVE,16.0,2.1943754768410404,True
2014-01-11,LINGERIE,34.0,3.327560206130527,True
2014-01-12,HARDWARE,3.0,2.086055697144598,True
2014-01-12,SEAFOOD,21.0,2.0487956766439903,True
2014-01-18,HOME APPLIANCES,3.0,3.658072484654984,True
2014-01-19,LADIESWEAR,28.0,2.213664208650035,True
2014-01-19,SEAFOOD,23.0,2.371875732779254,True
2014-01-20,BREAD/BAKERY,942.0,2.5606351130695915,True
2014-01-21,EGGS,964.0,6.254717004920022,True
2014-01-21,LINGERIE,28.0,2.459657877140547,True
2014-01-23,LADIESWEAR,39.0,3.42181705626894,True
2014-01-24,HOME APPLIANCES,2.0,2.247771645790746,True
2014-01-25,CELEBRATION,39.0,2.539011141261377,True
2014-01-26,EGGS,450.0,2.2683851778919646,True
2014-01-26,POULTRY,978.493,2.082473754368705,True
2014-01-30,SEAFOOD,23.0,2.371875732779254,True
2014-01-31,EGGS,692.0,4.145218450539415,True
2014-01-31,HARDWARE,3.0,2.086055697144598,True
2014-01-31,HOME APPLIANCES,3.0,3.658072484654984,True
2014-02-01,BREAD/BAKERY,879.0,2.080184874110174,True
2014-02-01,HOME APPLIANCES,3.0,3.658072484654984,True
2014-02-01,LINGERIE,35.0,3.4722105942955235,True
2014-02-01,"LIQUOR,WINE,BEER",187.0,2.3522047389922522,True
2014-02-01,POULTRY,1076.207,2.517771868264239,True
2014-02-02,HARDWARE,4.0,3.0054270119814217,True
2014-02-02,POULTRY,1132.591,2.768952342442818,True
2014-02-02,SEAFOOD,28.0,3.1795758731174124,True
2014-02-05,SEAFOOD,30.0,3.502655929252676,True
2014-02-08,SEAFOOD,21.0,2.0487956766439903,True
2014-02-09,HOME APPLIANCES,2.0,2.247771645790746,True
2014-02-09,POULTRY,1087.848,2.569630407919333,True
2014-02-09,SEAFOOD,28.0,3.1795758731174124,True
2014-02-11,HOME APPLIANCES,2.0,2.247771645790746,True
2014-02-15,HARDWARE,3.0,2.086055697144598,True
2014-02-18,EGGS,1129.0,7.534376054452375,True
2014-02-18,HOME APPLIANCES,2.0,2.247771645790746,True
2014-02-22,POULTRY,1022.644,2.2791584364675006,True
2014-02-23,HARDWARE,3.0,2.086055697144598,True
2014-02-23,HOME APPLIANCES,2.0,2.247771645790746,True
2014-03-01,AUTOMOTIVE,19.0,2.9014800124323745,True
2014-03-01,CELEBRATION,35.0,2.187123828800487,True
2014-03-01,LINGERIE,25.0,2.025706712645557,True
2014-03-01,POULTRY,1036.1849,2.33948068538217,True
2014-03-02,CLEANING,3552.0,2.830621666666078,True
2014-03-02,HARDWARE,4.0,3.0054270119814217,True
2014-03-02,HOME CARE,1082.0,2.6013966597412184,True
2014-03-02,LINGERIE,29.0,2.6043082653055434,True
2014-03-02,POULTRY,1045.563,2.3812584167402533,True
2014-03-03,LINGERIE,29.0,2.6043082653055434,True
2014-03-04,HARDWARE,3.0,2.086055697144598,True
2014-03-06,MEATS,1047.5167,2.793285205445357,True
2014-03-07,HARDWARE,5.0,3.924798326818245,True
2014-03-07,LAWN AND GARDEN,9.0,2.376157286765619,True
2014-03-08,CELEBRATION,53.0,3.770616734874492,True
2014-03-09,HARDWARE,3.0,2.086055697144598,True
2014-03-09,HOME APPLIANCES,2.0,2.247771645790746,True
2014-03-09,HOME CARE,938.0,2.10360711206343,True
2014-03-14,LADIESWEAR,29.0,2.323496285706299,True
2014-03-15,LADIESWEAR,30.0,2.433328362762563,True
2014-03-16,AUTOMOTIVE,18.0,2.6657785005685963,True
2014-03-16,HOME APPLIANCES,2.0,2.247771645790746,True
2014-03-16,LADIESWEAR,32.0,2.6529925168750914,True
2014-03-18,HOME APPLIANCES,3.0,3.658072484654984,True
2014-03-19,EGGS,1003.0,6.557181871173124,True
2014-03-21,BABY CARE,2.0,3.151243012890976,True
2014-03-22,CELEBRATION,34.0,2.0991520006852644,True
2014-03-22,LADIESWEAR,28.0,2.213664208650035,True
2014-03-23,HOME APPLIANCES,2.0,2.247771645790746,True
2014-03-27,HOME APPLIANCES,3.0,3.658072484654984,True
2014-03-29,CELEBRATION,55.0,3.946560391104937,True
2014-03-30,CELEBRATION,33.0,2.011180172570042,True
2014-03-31,LINGERIE,31.0,2.893609041635537,True
2014-04-06,SEAFOOD,31.0,3.6641959573203073,True
2014-04-07,HARDWARE,4.0,3.0054270119814217,True
2014-04-07,HOME APPLIANCES,2.0,2.247771645790746,True
2014-04-08,HOME APPLIANCES,2.0,2.247771645790746,True
2014-04-13,HARDWARE,5.0,3.924798326818245,True
2014-04-13,HOME APPLIANCES,2.0,2.247771645790746,True
2014-04-14,EGGS,999.0,6.526159833608703,True
2014-04-14,HOME APPLIANCES,2.0,2.247771645790746,True
2014-04-17,LINGERIE,25.0,2.025706712645557,True
2014-04-18,AUTOMOTIVE,22.0,3.608584548023708,True
2014-04-18,HOME APPLIANCES,2.0,2.247771645790746,True
2014-04-18,LINGERIE,25.0,2.025706712645557,True
2014-04-18,MEATS,203.155,-2.731288116649345,True
2014-04-20,DAIRY,1011.0,2.150147671022897,True
2014-04-20,LINGERIE,27.0,2.31500748897555,True
2014-04-20,SEAFOOD,24.0,2.5334157608468857,True
2014-04-21,LINGERIE,25.0,2.025706712645557,True
2014-04-23,LINGERIE,48.0,5.352665640440481,True
2014-04-23,"LIQUOR,WINE,BEER",1106.0,17.49233502307985,True
2014-04-26,LAWN AND GARDEN,8.0,2.0534337710858623,True
2014-04-27,SEAFOOD,22.0,2.210335704711622,True
2014-04-28,HOME APPLIANCES,2.0,2.247771645790746,True
2014-04-30,HARDWARE,6.0,4.844169641655069,True
2014-05-01,BREAD/BAKERY,871.0,2.0191753199565974,True
2014-05-01,LINGERIE,27.0,2.31500748897555,True
2014-05-01,POULTRY,1156.5457,2.875666178013293,True
2014-05-03,LINGERIE,28.0,2.459657877140547,True
2014-05-03,POULTRY,962.008,2.0090360749413163,True
2014-05-03,SEAFOOD,22.0,2.210335704711622,True
2014-05-04,CLEANING,3232.0,2.267295357381687,True
2014-05-04,EGGS,456.0,2.3149182342385957,True
2014-05-04,GROCERY I,11896.937,2.5704302605288274,True
2014-05-04,LINGERIE,25.0,2.025706712645557,True
2014-05-04,MEATS,953.46295,2.1779010186768617,True
2014-05-04,PERSONAL CARE,787.0,2.491578645445275,True
2014-05-04,POULTRY,1026.536,2.296496589232523,True
2014-05-04,SEAFOOD,23.0,2.371875732779254,True
2014-05-05,LINGERIE,26.0,2.1703571008105533,True
2014-05-13,HOME APPLIANCES,3.0,3.658072484654984,True
2014-05-14,EGGS,1101.0,7.31722179150143,True
2014-05-14,HOME APPLIANCES,2.0,2.247771645790746,True
2014-05-16,"LIQUOR,WINE,BEER",316.0,4.477424332732513,True
2014-05-18,SEAFOOD,25.0,2.694955788914517,True
2014-05-24,"LIQUOR,WINE,BEER",277.0,3.834916083462202,True
2014-05-25,SEAFOOD,23.0,2.371875732779254,True
2014-05-27,HARDWARE,3.0,2.086055697144598,True
2014-05-31,GROCERY II,48.0,2.2666306534852043,True
2014-06-01,BREAD/BAKERY,941.0,2.553008918800394,True
2014-06-01,CLEANING,3201.0,2.2127231211697618,True
2014-06-01,DAIRY,1081.0,2.4523037628694304,True
2014-06-01,GROCERY I,11751.008,2.5001627934947432,True
2014-06-01,HARDWARE,3.0,2.086055697144598,True
2014-06-01,LINGERIE,30.0,2.74895865347054,True
2014-06-01,PERSONAL CARE,731.0,2.138258255172365,True
2014-06-01,POULTRY,1070.718,2.4933193706981522,True
2014-06-01,SEAFOOD,21.0,2.0487956766439903,True
2014-06-05,GROCERY II,47.0,2.1924189254362663,True
2014-06-05,MEATS,932.853,2.0430521974433717,True
2014-06-06,GROCERY II,63.0,3.379806574219277,True
2014-06-07,GROCERY II,46.0,2.118207197387328,True
2014-06-13,GROCERY II,53.0,2.6376892937298955,True
2014-06-15,HARDWARE,5.0,3.924798326818245,True
2014-06-16,EGGS,1181.0,7.937662542789844,True
2014-06-18,AUTOMOTIVE,20.0,3.1371815242961523,True
2014-06-18,HOME APPLIANCES,3.0,3.658072484654984,True
2014-06-19,MEATS,958.62,2.2116430759619194,True
2014-06-20,"LIQUOR,WINE,BEER",440.0,6.520271074002221,True
2014-06-29,HOME APPLIANCES,2.0,2.247771645790746,True
2014-06-29,SEAFOOD,34.0,4.148816041523203,True
2014-06-30,SEAFOOD,21.0,2.0487956766439903,True
2014-07-01,CLEANING,3240.0,2.2813785151137966,True
2014-07-01,HARDWARE,9.0,7.602283586165539,True
2014-07-01,HOME CARE,933.0,2.086322752769062,True
2014-07-01,LADIESWEAR,59.0,5.618458597394222,True
2014-07-02,CLEANING,3190.0,2.193358779288111,True
2014-07-02,PET SUPPLIES,6.0,3.2851880634983788,True
2014-07-03,MEATS,1114.652,3.2325446926424024,True
2014-07-05,BEAUTY,14.0,2.610945034152387,True
2014-07-09,HARDWARE,3.0,2.086055697144598,True
2014-07-10,LINGERIE,26.0,2.1703571008105533,True
2014-07-11,HARDWARE,5.0,3.924798326818245,True
2014-07-11,PET SUPPLIES,6.0,3.2851880634983788,True
2014-07-15,HOME AND KITCHEN I,88.0,2.528699895351009,True
2014-07-18,AUTOMOTIVE,21.0,3.3728830361599305,True
2014-07-18,EGGS,1083.0,7.177622622461537,True
2014-07-18,HOME AND KITCHEN I,118.0,3.7051426498692237,True
2014-07-24,HARDWARE,4.0,3.0054270119814217,True
2014-07-28,CELEBRATION,67.0,5.0022223284876075,True
2014-07-28,SEAFOOD,33.0,3.987276013455571,True
2014-07-29,BREAD/BAKERY,993.0,2.9495710207986434,True
2014-07-31,CELEBRATION,41.0,2.714954797491822,True
2014-08-02,AUTOMOTIVE,18.0,2.6657785005685963,True
2014-08-03,LINGERIE,29.0,2.6043082653055434,True
2014-08-03,SEAFOOD,23.0,2.371875732779254,True
2014-08-05,LAWN AND GARDEN,9.0,2.376157286765619,True
2014-08-07,MEATS,984.11597,2.3784606325646487,True
2014-08-10,LINGERIE,29.0,2.6043082653055434,True
2014-08-25,EGGS,1164.0,7.805818883141056,True
2014-08-26,LAWN AND GARDEN,8.0,2.0534337710858623,True
2014-08-29,AUTOMOTIVE,22.0,3.608584548023708,True
2014-08-31,HARDWARE,3.0,2.086055697144598,True
2014-08-31,LAWN AND GARDEN,12.0,3.344327833804889,True
2014-09-01,HARDWARE,4.0,3.0054270119814217,True
2014-09-01,HOME APPLIANCES,2.0,2.247771645790746,True
2014-09-01,MEATS,991.683,2.4279709455803746,True
2014-09-01,SCHOOL AND OFFICE SUPPLIES,60.0,5.485360029130616,True
2014-09-02,LADIESWEAR,41.0,3.641481210381468,True
2014-09-02,SCHOOL AND OFFICE SUPPLIES,105.0,9.890295896621561,True
2014-09-03,HOME APPLIANCES,2.0,2.247771645790746,True
2014-09-03,LADIESWEAR,29.0,2.323496285706299,True
2014-09-03,SCHOOL AND OFFICE SUPPLIES,87.0,8.128321549625182,True
2014-09-04,MEATS,1123.4401,3.290044343339373,True
2014-09-04,SCHOOL AND OFFICE SUPPLIES,49.0,4.408597928188384,True
2014-09-05,SCHOOL AND OFFICE SUPPLIES,105.0,9.890295896621561,True
2014-09-06,CELEBRATION,35.0,2.187123828800487,True
2014-09-06,HARDWARE,4.0,3.0054270119814217,True
2014-09-06,HOME AND KITCHEN II,44.0,2.2002996482473898,True
2014-09-06,HOME APPLIANCES,2.0,2.247771645790746,True
2014-09-06,HOME CARE,929.0,2.072495265333568,True
2014-09-06,SCHOOL AND OFFICE SUPPLIES,173.0,16.54664342971899,True
2014-09-06,SEAFOOD,21.0,2.0487956766439903,True
2014-09-07,BEVERAGES,6657.0,2.3441892405760454,True
2014-09-07,BREAD/BAKERY,985.0,2.8885614666450667,True
2014-09-07,CLEANING,3128.0,2.08421430686426,True
2014-09-07,DAIRY,995.0,2.0810834214579748,True
2014-09-07,DELI,720.177,2.05968992205132,True
2014-09-07,HOME AND KITCHEN II,47.0,2.4195960206939917,True
2014-09-07,HOME CARE,1108.0,2.69127532807193,True
2014-09-07,LADIESWEAR,46.0,4.190641595662789,True
2014-09-07,MEATS,1077.005,2.986224174010519,True
2014-09-07,SCHOOL AND OFFICE SUPPLIES,119.0,11.260720388729856,True
2014-09-07,SEAFOOD,22.0,2.210335704711622,True
2014-09-08,BREAD/BAKERY,920.0,2.392858839147255,True
2014-09-08,SCHOOL AND OFFICE SUPPLIES,54.0,4.898035246798489,True
2014-09-09,SCHOOL AND OFFICE SUPPLIES,65.0,5.974797347740721,True
2014-09-10,SCHOOL AND OFFICE SUPPLIES,37.0,3.2339483635241324,True
2014-09-11,BABY CARE,2.0,3.151243012890976,True
2014-09-11,SCHOOL AND OFFICE SUPPLIES,33.0,2.842398508636048,True
2014-09-12,HARDWARE,9.0,7.602283586165539,True
2014-09-13,SCHOOL AND OFFICE SUPPLIES,41.0,3.6254982184122166,True
2014-09-14,SCHOOL AND OFFICE SUPPLIES,49.0,4.408597928188384,True
2014-09-15,CELEBRATION,74.0,5.618025125294165,True
2014-09-15,SCHOOL AND OFFICE SUPPLIES,34.0,2.9402859723580694,True
2014-09-17,BABY CARE,2.0,3.151243012890976,True
2014-09-20,CELEBRATION,48.0,3.3307575942983796,True
2014-09-20,HOME APPLIANCES,2.0,2.247771645790746,True
2014-09-21,HOME APPLIANCES,3.0,3.658072484654984,True
2014-09-21,PET SUPPLIES,5.0,2.626821206550709,True
2014-09-22,HARDWARE,6.0,4.844169641655069,True
2014-09-22,HOME APPLIANCES,2.0,2.247771645790746,True
2014-09-23,EGGS,486.0,2.547583515971751,True
2014-09-24,EGGS,1165.0,7.813574392532161,True
2014-09-28,HOME APPLIANCES,2.0,2.247771645790746,True
2014-09-29,BABY CARE,2.0,3.151243012890976,True
2014-09-29,HOME APPLIANCES,2.0,2.247771645790746,True
2014-10-01,CELEBRATION,70.0,5.266137812833275,True
2014-10-02,HOME APPLIANCES,3.0,3.658072484654984,True
2014-10-02,MEATS,1129.053,3.326768981133325,True
